tau_s,interval,group,cohort,axis,component,seed,rmse,true_amplitude,pred_amplitude,error_mse,cross_term
0.05,0_500ms,low,Sep17,p,slow,17,0.20980944867163243,0.5447198858187161,0.5130588547561934,0.0441709618197347,0.06196994417486332
0.05,0_500ms,low,Sep17,p,slow,23,0.2042183529047472,0.5447198858187161,0.5165413639000058,0.041856008666219746,0.05919699246543388
0.05,0_500ms,low,Sep17,p,slow,42,0.20900253994564155,0.5447198858187161,0.5154650485779977,0.04376024887393272,0.05955211983611517
0.05,0_500ms,low,Sep17,q,fast,17,0.12130617558568796,0.3956251839229668,0.3574240940752072,0.01485127728345845,0.00858521387724128
0.05,0_500ms,low,Sep17,q,fast,23,0.1334396360398519,0.3956251839229668,0.34712640417915797,0.017931219101824998,0.010564785459469981
0.05,0_500ms,low,Sep17,q,fast,42,0.11833498638902737,0.3956251839229668,0.35874284062969225,0.01410086427810035,0.008224405012558032
0.05,0_500ms,low,Sep17,q,raw,17,0.1868011353939455,0.8137003124732716,0.7650629163611133,0.03514240851337407,0.00858521387724128
0.05,0_500ms,low,Sep17,q,raw,23,0.20785957823534015,0.8137003124732716,0.752199736460905,0.04344474120785292,0.010564785459469981
0.05,0_500ms,low,Sep17,q,raw,42,0.18408571661795803,0.8137003124732716,0.7683127397591775,0.034056638631616495,0.008224405012558032
0.05,0_500ms,low,Sep17,q,slow,17,0.10786221636079688,0.6281259110294055,0.6026871096607257,0.01170591735267434,0.00858521387724128
0.05,0_500ms,low,Sep17,q,slow,23,0.12190769265598557,0.6281259110294055,0.5963260180567949,0.01494873664655794,0.010564785459469981
0.05,0_500ms,low,Sep17,q,slow,42,0.1080658534886796,0.6281259110294055,0.6060507345667465,0.011731369340958114,0.008224405012558032
0.05,0_500ms,low,Sep17,r,fast,17,0.058247887935286416,0.06427851468947304,0.04234919600831178,0.003401579580586763,0.002880589056065324
0.05,0_500ms,low,Sep17,r,fast,23,0.059038362063370785,0.06427851468947304,0.042985494092805054,0.003491976190342982,0.002795297136089935
0.05,0_500ms,low,Sep17,r,fast,42,0.05659687437360066,0.06427851468947304,0.041882842283134214,0.0032104265457016034,0.002674777602621701
0.05,0_500ms,low,Sep17,r,raw,17,0.12500898053043347,0.22481009859770626,0.19500828698877914,0.01568635977775921,0.002880589056065324
0.05,0_500ms,low,Sep17,r,raw,23,0.12507854900890256,0.22481009859770626,0.19523878825355864,0.015739262379410528,0.002795297136089935
0.05,0_500ms,low,Sep17,r,raw,42,0.1210351561212883,0.22481009859770626,0.19204748536077818,0.014693182421093371,0.002674777602621701
0.05,0_500ms,low,Sep17,r,slow,17,0.09664637704791257,0.19621155620343816,0.17480092796865773,0.009404191141107127,0.002880589056065324
0.05,0_500ms,low,Sep17,r,slow,23,0.09672660411483038,0.19621155620343816,0.17503176963101433,0.009451989052977611,0.002795297136089935
0.05,0_500ms,low,Sep17,r,slow,42,0.09361126826435455,0.19621155620343816,0.1720578030534834,0.008807978272770066,0.002674777602621701
0.05,0_500ms,low,Sep7,p,fast,17,0.3749590350119363,0.42951741938698723,0.23650145826879504,0.1406426484834727,0.07652368134007953
0.05,0_500ms,low,Sep7,p,fast,23,0.37546085665484963,0.42951741938698723,0.23487400915527445,0.14103672159495154,0.07638751397191486
0.05,0_500ms,low,Sep7,p,fast,42,0.3789527374185102,0.42951741938698723,0.24369491062989923,0.14371313716778256,0.0781476616880998
0.05,0_500ms,low,Sep7,p,raw,17,0.5160407483188049,0.860619928503057,0.6984880729332716,0.2664253816057923,0.07652368134007953
0.05,0_500ms,low,Sep7,p,raw,23,0.5156753234262454,0.860619928503057,0.6991327426720504,0.2661228324857525,0.07638751397191486
0.05,0_500ms,low,Sep7,p,raw,42,0.5215662917356404,0.860619928503057,0.7114957994845705,0.2723527852196358,0.0781476616880998
0.05,0_500ms,low,Sep7,p,slow,17,0.22165506856566441,0.6519092918220126,0.6066604942470701,0.049259051782240076,0.07652368134007953
0.05,0_500ms,low,Sep7,p,slow,23,0.2202807502900587,0.6519092918220126,0.6086858029909104,0.04869859691888613,0.07638751397191486
0.05,0_500ms,low,Sep7,p,slow,42,0.22421931463556322,0.6519092918220126,0.6162770908162992,0.05049198636375338,0.0781476616880998
0.05,0_500ms,low,Sep7,q,fast,17,0.13353221498953538,0.3221516850483846,0.31476784685842224,0.017897930204255993,0.010593691633493104
0.05,0_500ms,low,Sep7,q,fast,23,0.13334278764645213,0.3221516850483846,0.311154257600728,0.017813304128569706,0.010564616820257026
0.05,0_500ms,low,Sep7,q,fast,42,0.12481668138224555,0.3221516850483846,0.3116378222498418,0.015612834619222696,0.009425838552993636
0.05,0_500ms,low,Sep7,q,raw,17,0.20979303343021372,0.6554971792554176,0.6529171565926247,0.04411280180589042,0.010593691633493104
0.05,0_500ms,low,Sep7,q,raw,23,0.21066975758915468,0.6554971792554176,0.6499623564828461,0.04442936446121494,0.010564616820257026
0.05,0_500ms,low,Sep7,q,raw,42,0.20127077438982452,0.6554971792554176,0.6531275961106977,0.0405524906805528,0.009425838552993636
0.05,0_500ms,low,Sep7,q,slow,17,0.12482148293279677,0.49916208591706535,0.5045711661824996,0.015621179968141321,0.010593691633493104
0.05,0_500ms,low,Sep7,q,slow,23,0.1265743355718362,0.49916208591706535,0.5047978031010962,0.01605144351238821,0.010564616820257026
0.05,0_500ms,low,Sep7,q,slow,42,0.12444247199525914,0.49916208591706535,0.5077924794860205,0.01551381750833646,0.009425838552993636
0.05,0_500ms,low,Sep7,r,fast,17,0.06454828867993127,0.06007245049040719,0.04115728229930901,0.0042356116425914855,0.0030505956169606285
0.05,0_500ms,low,Sep7,r,fast,23,0.06324708013371898,0.06007245049040719,0.040120465591920555,0.004056082516776142,0.003045345337334752
0.05,0_500ms,low,Sep7,r,fast,42,0.06344665368971342,0.06007245049040719,0.03929146118753682,0.004082880571481869,0.00288861325119945
0.05,0_500ms,low,Sep7,r,raw,17,0.12761648999238295,0.1693396786383787,0.15427520024687535,0.016577861587893965,0.0030505956169606285
0.05,0_500ms,low,Sep7,r,raw,23,0.12812878567983368,0.1693396786383787,0.1534807812456102,0.016689455074874945,0.003045345337334752
0.05,0_500ms,low,Sep7,r,raw,42,0.12405356141910692,0.1693396786383787,0.15046756187680307,0.015683601245139685,0.00288861325119945
0.05,0_500ms,low,Sep7,r,slow,17,0.09541858625838028,0.142056173355144,0.13617309665007196,0.009291654328341852,0.0030505956169606285
0.05,0_500ms,low,Sep7,r,slow,23,0.0970162946403436,0.142056173355144,0.13566099934839426,0.009588027220764052,0.003045345337334752
0.05,0_500ms,low,Sep7,r,slow,42,0.09224072439285301,0.142056173355144,0.1329713144888981,0.008712107422458364,0.00288861325119945
0.05,500_1000ms,ALL,ALL,p,fast,17,0.3654373406580196,0.39948087997551124,0.2219773320857149,0.13434913228165546,0.06895132323458678
0.05,500_1000ms,ALL,ALL,p,fast,23,0.3618255418370662,0.39948087997551124,0.22317916636096885,0.13187355384581556,0.0678882661348174
0.05,500_1000ms,ALL,ALL,p,fast,42,0.36486256531438327,0.39948087997551124,0.2391478325096904,0.13423242103307362,0.06897090802173583
0.05,500_1000ms,ALL,ALL,p,raw,17,0.5147037238555805,0.8473624306506786,0.6995827514227625,0.26614427032386745,0.06895132323458678
0.05,500_1000ms,ALL,ALL,p,raw,23,0.5094133842284293,0.8473624306506786,0.6983990696684336,0.2609374630175525,0.0678882661348174
0.05,500_1000ms,ALL,ALL,p,raw,42,0.5162851941058885,0.8473624306506786,0.7127338058934464,0.2681654173761001,0.06897090802173583
0.05,500_1000ms,ALL,ALL,p,slow,17,0.24987928386110206,0.6878322506525397,0.64247597935606,0.0628438148076252,0.06895132323458678
0.05,500_1000ms,ALL,ALL,p,slow,23,0.2465408300458709,0.6878322506525397,0.6406606589256368,0.061175643036919525,0.0678882661348174
0.05,500_1000ms,ALL,ALL,p,slow,42,0.2538904249996294,0.6878322506525397,0.6472116145343026,0.06496208832129068,0.06897090802173583
0.05,500_1000ms,ALL,ALL,q,fast,17,0.1645770137451207,0.34005516768544053,0.31536967525224435,0.027280711358615657,0.01450050414259386
0.05,500_1000ms,ALL,ALL,q,fast,23,0.1842072458354979,0.34005516768544053,0.30900496618381623,0.03439115222116246,0.018278401078602666
0.05,500_1000ms,ALL,ALL,q,fast,42,0.15195214059331144,0.34005516768544053,0.3120774851125112,0.02320050521420014,0.012403593277822797
0.05,500_1000ms,ALL,ALL,q,raw,17,0.26343232292045166,0.7316595247001968,0.704365437352755,0.06972821671630745,0.01450050414259386
0.05,500_1000ms,ALL,ALL,q,raw,23,0.28816490380633425,0.7316595247001968,0.6978544379557514,0.08411672151558477,0.018278401078602666
0.05,500_1000ms,ALL,ALL,q,raw,42,0.25055005484485515,0.7316595247001968,0.6997649171402744,0.063118776946592,0.012403593277822797
0.05,500_1000ms,ALL,ALL,q,slow,17,0.1666975791647222,0.597985612247111,0.5837984856414877,0.02794700121509794,0.01450050414259386
0.05,500_1000ms,ALL,ALL,q,slow,23,0.17616179856092556,0.597985612247111,0.5810299428750474,0.03144716821581965,0.018278401078602666
0.05,500_1000ms,ALL,ALL,q,slow,42,0.1651459953239134,0.597985612247111,0.5811923395878691,0.027514678454569053,0.012403593277822797
0.05,500_1000ms,ALL,ALL,r,fast,17,0.0650929037614509,0.06643874540499074,0.04068858642083864,0.00428644379883094,0.002721833770027959
0.05,500_1000ms,ALL,ALL,r,fast,23,0.06424288639195579,0.06643874540499074,0.04065930046803715,0.004170337936498083,0.0025564124933717663
0.05,500_1000ms,ALL,ALL,r,fast,42,0.06393625345597664,0.06643874540499074,0.03967647749617118,0.004133373714773703,0.0027293422549231226
0.05,500_1000ms,ALL,ALL,r,raw,17,0.1640020856230042,0.27867930663269513,0.23300634854823307,0.027455305466828197,0.002721833770027959
0.05,500_1000ms,ALL,ALL,r,raw,23,0.15896777691115752,0.27867930663269513,0.22880217248557552,0.02577363379286641,0.0025564124933717663
0.05,500_1000ms,ALL,ALL,r,raw,42,0.16223239013297358,0.27867930663269513,0.23155840037727388,0.026832605459014867,0.0027293422549231226
0.05,500_1000ms,ALL,ALL,r,slow,17,0.14089057829454144,0.2668427303915061,0.2298374449250729,0.020447027897969296,0.002721833770027959
0.05,500_1000ms,ALL,ALL,r,slow,23,0.13612821785905616,0.2668427303915061,0.22552283474201373,0.01904688336299656,0.0025564124933717663
0.05,500_1000ms,ALL,ALL,r,slow,42,0.13926211205717517,0.2668427303915061,0.22827233558685064,0.019969889489318042,0.0027293422549231226
0.05,500_1000ms,ALL,Sep17,p,fast,17,0.34266707063242685,0.36092418291164535,0.21805717581381126,0.11798049184936385,0.06090884638491147
0.05,500_1000ms,ALL,Sep17,p,fast,23,0.3350793665642195,0.36092418291164535,0.22024090813706984,0.11279284138535017,0.05850206073727354
0.05,500_1000ms,ALL,Sep17,p,fast,42,0.3369095702533517,0.36092418291164535,0.23559954664540084,0.11422482341151095,0.05911677715123238
0.05,500_1000ms,ALL,Sep17,p,raw,17,0.49257895270286967,0.7859702609880198,0.660623060037118,0.24386012078725458,0.06090884638491147
0.05,500_1000ms,ALL,Sep17,p,raw,23,0.48187810027198985,0.7859702609880198,0.660608365613873,0.23334191608272553,0.05850206073727354
0.05,500_1000ms,ALL,Sep17,p,raw,42,0.4890694105866874,0.7859702609880198,0.6727025866917746,0.2406874453894176,0.05911677715123238
0.05,500_1000ms,ALL,Sep17,p,slow,17,0.25403154151759133,0.6469890271117189,0.6022471920269856,0.06497078255297925,0.06090884638491147
0.05,500_1000ms,ALL,Sep17,p,slow,23,0.24829888415008114,0.6469890271117189,0.6012396586406974,0.0620470139601018,0.05850206073727354
0.05,500_1000ms,ALL,Sep17,p,slow,42,0.2585917531282859,0.6469890271117189,0.605035781518896,0.06734584482667426,0.05911677715123238
0.05,500_1000ms,ALL,Sep17,q,fast,17,0.15986750884187018,0.3656174391591784,0.32447145466153154,0.025735072062094487,0.013956405172450202
0.05,500_1000ms,ALL,Sep17,q,fast,23,0.19679308083915875,0.3656174391591784,0.3155365250949698,0.03926899101966299,0.021171098494525722
0.05,500_1000ms,ALL,Sep17,q,fast,42,0.1548286683183942,0.3656174391591784,0.3237024995689056,0.024132728008623972,0.013173324224248112
0.05,500_1000ms,ALL,Sep17,q,raw,17,0.26461120369137137,0.8094904250969891,0.7595074177294127,0.07036914729649187,0.013956405172450202
0.05,500_1000ms,ALL,Sep17,q,raw,23,0.31150886883635315,0.8094904250969891,0.7506667588649991,0.09806082215358583,0.021171098494525722
0.05,500_1000ms,ALL,Sep17,q,raw,42,0.2621081572989619,0.8094904250969891,0.757225933044503,0.06906326840028054,0.013173324224248112
0.05,500_1000ms,ALL,Sep17,q,slow,17,0.17492032846877337,0.6692787553534748,0.642154903259156,0.03067767006194718,0.013956405172450202
0.05,500_1000ms,ALL,Sep17,q,slow,23,0.19344688532741544,0.6692787553534748,0.638854753649444,0.037620732639397116,0.021171098494525722
0.05,500_1000ms,ALL,Sep17,q,slow,42,0.17788924873613612,0.6692787553534748,0.6402770267055882,0.03175721616740845,0.013173324224248112
0.05,500_1000ms,ALL,Sep17,r,fast,17,0.063338824909913,0.07030963132540624,0.04164939597757096,0.004026884268336175,0.002860476403644784
0.05,500_1000ms,ALL,Sep17,r,fast,23,0.0625155511456873,0.07030963132540624,0.04189816686982894,0.003923615078292045,0.0026417121466009792
0.05,500_1000ms,ALL,Sep17,r,fast,42,0.06154306818713519,0.07030963132540624,0.04030512006821398,0.0038072949687053435,0.0029069206820750183
0.05,500_1000ms,ALL,Sep17,r,raw,17,0.18062397057941626,0.32733241084937736,0.27224674317037006,0.03284088429053495,0.002860476403644784
0.05,500_1000ms,ALL,Sep17,r,raw,23,0.17131162798721356,0.32733241084937736,0.26625372112286727,0.02957454759738289,0.0026417121466009792
0.05,500_1000ms,ALL,Sep17,r,raw,42,0.1797359450167898,0.32733241084937736,0.2713487529142282,0.03242005179676802,0.0029069206820750183
0.05,500_1000ms,ALL,Sep17,r,slow,17,0.1605408083400683,0.31782307314709324,0.2712009775000915,0.025953523618553995,0.002860476403644784
0.05,500_1000ms,ALL,Sep17,r,slow,23,0.15106466050926565,0.31782307314709324,0.2649443272888529,0.02300922037248987,0.0026417121466009792
0.05,500_1000ms,ALL,Sep17,r,slow,42,0.16008361339563046,0.31782307314709324,0.2699465838833827,0.02570583614598766,0.0029069206820750183
0.05,500_1000ms,ALL,Sep7,p,fast,17,0.3856775806807687,0.4337534995878365,0.22546191543851815,0.1488990348881369,0.07610019154540927
0.05,500_1000ms,ALL,Sep7,p,fast,23,0.38559991985737446,0.4337534995878365,0.22579095144887906,0.14883418714400704,0.07623155982152303
0.05,500_1000ms,ALL,Sep7,p,fast,42,0.38970967203530016,0.4337534995878365,0.24230186438905893,0.15201695225224043,0.07773013546218333
0.05,500_1000ms,ALL,Sep7,p,raw,17,0.5343701871024346,0.9019332481285977,0.7342135882100019,0.28595240324530113,0.07610019154540927
0.05,500_1000ms,ALL,Sep7,p,raw,23,0.5338891921897088,0.9019332481285977,0.7319908066058205,0.28546683807073203,0.07623155982152303
0.05,500_1000ms,ALL,Sep7,p,raw,42,0.5404770016785116,0.9019332481285977,0.7483171118504878,0.2925902813642624,0.07773013546218333
0.05,500_1000ms,ALL,Sep7,p,slow,17,0.2461883881664449,0.7241373382443803,0.6782349014263485,0.060953176811754925,0.07610019154540927
0.05,500_1000ms,ALL,Sep7,p,slow,23,0.24497811528657287,0.7241373382443803,0.6757015480678052,0.06040109110520194,0.07623155982152303
0.05,500_1000ms,ALL,Sep7,p,slow,42,0.24971146666304586,0.7241373382443803,0.6847012438813308,0.06284319364983862,0.07773013546218333
0.05,500_1000ms,ALL,Sep7,q,fast,17,0.16876324032578785,0.3173331485976735,0.30727920466621117,0.028654612955523365,0.014984147671610444
0.05,500_1000ms,ALL,Sep7,q,fast,23,0.17301983694335496,0.3173331485976735,0.3031991360405686,0.030055295511384195,0.015707114486671062
0.05,500_1000ms,ALL,Sep7,q,fast,42,0.14939522705990452,0.3173331485976735,0.30174413892904955,0.022371862730267845,0.01171938799211141
0.05,500_1000ms,ALL,Sep7,q,raw,17,0.2623844289018564,0.6624765021252703,0.6553503436846151,0.06915850064503243,0.014984147671610444
0.05,500_1000ms,ALL,Sep7,q,raw,23,0.26741471266853956,0.6624765021252703,0.6509101527030867,0.07172196539291714,0.015707114486671062
0.05,500_1000ms,ALL,Sep7,q,raw,42,0.24027618599676026,0.6624765021252703,0.6486884585587379,0.05783478454331328,0.01171938799211141
0.05,500_1000ms,ALL,Sep7,q,slow,17,0.15938846867223228,0.5346139294858988,0.5319261144257825,0.025519740017898616,0.014984147671610444
0.05,500_1000ms,ALL,Sep7,q,slow,23,0.1607972769907123,0.5346139294858988,0.5296301110755839,0.0259595553948619,0.015707114486671062
0.05,500_1000ms,ALL,Sep7,q,slow,42,0.15381865895749322,0.5346139294858988,0.528672617705452,0.023743533820934033,0.01171938799211141
0.05,500_1000ms,ALL,Sep7,r,fast,17,0.06665208496281794,0.06299795792017698,0.03983453348152102,0.004517163381492953,0.00259859587347967
0.05,500_1000ms,ALL,Sep7,r,fast,23,0.06577829549974999,0.06299795792017698,0.03955808588866667,0.004389647143792339,0.002480590579390244
0.05,500_1000ms,ALL,Sep7,r,fast,42,0.06606352925050236,0.06299795792017698,0.0391176840987998,0.004423221489056689,0.0025714947641214373
0.05,500_1000ms,ALL,Sep7,r,raw,17,0.14922707677286018,0.23543210288453315,0.19812599777300016,0.02266812429019997,0.00259859587347967
0.05,500_1000ms,ALL,Sep7,r,raw,23,0.1479954648435522,0.23543210288453315,0.19551190703020507,0.022395043744407313,0.002480590579390244
0.05,500_1000ms,ALL,Sep7,r,raw,42,0.14667367468069248,0.23543210288453315,0.19618919812220334,0.02186598649212318,0.0025714947641214373
0.05,500_1000ms,ALL,Sep7,r,slow,17,0.12342370714296197,0.22152687016431752,0.1930698604139453,0.015552365035227346,0.00259859587347967
0.05,500_1000ms,ALL,Sep7,r,slow,23,0.12285137994775878,0.22152687016431752,0.19048150803371225,0.015524806021224727,0.002480590579390244
0.05,500_1000ms,ALL,Sep7,r,slow,42,0.12075411086743713,0.22152687016431752,0.1912285593232666,0.014871270238945054,0.0025714947641214373
0.05,500_1000ms,high,ALL,p,fast,17,0.37977986381057915,0.40572040996887676,0.22980683268541516,0.14638804612292483,0.07533339807203954
0.05,500_1000ms,high,ALL,p,fast,23,0.3758026357467008,0.40572040996887676,0.23026563074269848,0.14324051139251143,0.07367505577011182
0.05,500_1000ms,high,ALL,p,fast,42,0.37788420134275996,0.40572040996887676,0.2402952025333061,0.14489992848809302,0.074197575136438
0.05,500_1000ms,high,ALL,p,raw,17,0.5451132841362378,0.8840217339901839,0.7316025754077052,0.3008965513875035,0.07533339807203954
0.05,500_1000ms,high,ALL,p,raw,23,0.5391378215951943,0.8840217339901839,0.7288597169064842,0.29396171253379916,0.07367505577011182
0.05,500_1000ms,high,ALL,p,raw,42,0.5461547720383259,0.8840217339901839,0.7360557720562403,0.3018644682813207,0.074197575136438
0.05,500_1000ms,high,ALL,p,slow,17,0.2789844438839279,0.726010426120197,0.6734515029124585,0.07917510719253908,0.07533339807203954
0.05,500_1000ms,high,ALL,p,slow,23,0.27552403757427707,0.726010426120197,0.6699100612001797,0.07704614537117589,0.07367505577011182
0.05,500_1000ms,high,ALL,p,slow,42,0.2852927270547274,0.726010426120197,0.6729438415834937,0.08276696465678968,0.074197575136438
0.05,500_1000ms,high,ALL,q,fast,17,0.17936061883599355,0.33730719280615895,0.3030024860015501,0.03256116313088658,0.016823228387886562
0.05,500_1000ms,high,ALL,q,fast,23,0.19391792043291622,0.33730719280615895,0.2974871813914189,0.038437666916962404,0.020226691584988937
0.05,500_1000ms,high,ALL,q,fast,42,0.17098105519594475,0.33730719280615895,0.30059439627128964,0.029532000945911158,0.015666311208799327
0.05,500_1000ms,high,ALL,q,raw,17,0.2992695942724911,0.7924884689325695,0.7471047234734014,0.09080307290283181,0.016823228387886562
0.05,500_1000ms,high,ALL,q,raw,23,0.31927992552636253,0.7924884689325695,0.7412565184761519,0.10412418730089293,0.020226691584988937
0.05,500_1000ms,high,ALL,q,raw,42,0.294943322236043,0.7924884689325695,0.7415874725851436,0.0880698315868769,0.015666311208799327
0.05,500_1000ms,high,ALL,q,slow,17,0.20151275938535584,0.6724862160246746,0.6427029752050072,0.04141868138405865,0.016823228387886562
0.05,500_1000ms,high,ALL,q,slow,23,0.21088597488547156,0.6724862160246746,0.6399530101782109,0.04545982879894158,0.020226691584988937
